0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.638210576740778,-0.3379439718854365,-0.22941573387056183,0.9996391740377211,0.36746090406063864
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.305303044152508,-0.3379439718854365,-0.22941573387056183,0.08409469467808287,0.39380218750584606
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5172814163802736,-0.3379439718854365,-0.22941573387056183,-0.39302003400229196,0.22258384511199997
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.524432052944787,-0.3379439718854365,-0.22941573387056183,0.509629452690309,-0.2910711820695383
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8249048325694346,2.9590703879724805,-0.22941573387056183,-1.2698795353608188,-1.2656986695422001
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45194304558557624,2.9590703879724805,-0.22941573387056183,-1.3214595060289673,-0.6861904337476445
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4738638201465688,-0.3379439718854365,-0.22941573387056183,0.8165302781657936,-1.0813096854257507
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2736768285566227,-0.3379439718854365,-0.22941573387056183,-0.09127720559362278,0.011853577550343166
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7785506191710678,-0.3379439718854365,-0.22941573387056183,-2.07194807925053,0.03819486099555015
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.100093495794973,-0.3379439718854365,-0.22941573387056183,-0.23054312639762387,-0.5149720913537984
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6360824969438532,-0.3379439718854365,-0.22941573387056183,-1.2827745280278557,-0.7257023589154548
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5762776879781948,-0.3379439718854365,-0.22941573387056183,-0.3620720516014031,-0.5939959416894194
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6605580759752252,-0.3379439718854365,-0.22941573387056183,-0.6483408888096278,-0.5413133747990054
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.08745143759541855,-0.3379439718854365,-0.22941573387056183,-1.3266175030957823,-0.31741246551474533
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6900562117741859,-0.3379439718854365,-0.22941573387056183,-0.5529179430735528,1.5001360922045432
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0356058025620107,-0.3379439718854365,-0.22941573387056183,1.4973858909853548,-0.5413133747990054
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9766095309640893,-0.3379439718854365,-0.22941573387056183,-1.2002465749588183,1.9742791942182707
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.09166545699527012,-0.3379439718854365,-0.22941573387056183,0.8913212356346085,-0.5413133747990054
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9196991989690948,-0.3379439718854365,4.358898943540674,0.02735672694311893,-1.1339922523161647
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5277953947829035,-0.3379439718854365,-0.22941573387056183,-1.4787784165668207,-1.3578931616004246
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0010429698014634405,2.9590703879724805,-0.22941573387056183,0.6695273617615696,-0.08034091450788151
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4717357403496443,-0.3379439718854365,-0.22941573387056183,-1.4994104048340802,-0.5281427330764017
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8480608691716192,-0.3379439718854365,-0.22941573387056183,0.8861632385677939,1.0918461988038333
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6394879789759677,-0.3379439718854365,-0.22941573387056183,-1.0351906688207426,1.105016840526437
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.96183939296761,-0.3379439718854365,-0.22941573387056183,-0.6328668976091834,-1.8188656218915487
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3537431971538012,-0.3379439718854365,-0.22941573387056183,-0.6509198873430351,-0.7915555675284724
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.829118851969286,-0.3379439718854365,-0.22941573387056183,-0.589023922541257,0.10404806960856784
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1683263435603348,-0.3379439718854365,-0.22941573387056183,0.4374174937549007,-0.8705794178640939
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7448384639722556,-0.3379439718854365,-0.22941573387056183,-0.4188100193363663,-1.0549684019805432
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.250520791954438,-0.3379439718854365,-0.22941573387056183,-0.33628206626732876,1.2762351829202827
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.383241332952762,-0.3379439718854365,-0.22941573387056183,0.5405774350911979,-0.3437537489599523
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6668580349780036,-0.3379439718854365,-0.22941573387056183,0.36778453335290034,1.5923305842627684
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.743561061737066,-0.3379439718854365,-0.22941573387056183,0.12277967267919433,0.05136550271815388
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7469244035751826,-0.3379439718854365,-0.22941573387056183,-1.7831002435088976,0.22258384511199997
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9386833563654257,2.9590703879724805,-0.22941573387056183,-0.9217147333508154,0.34111962061543166
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8986291019698371,-0.3379439718854365,-0.22941573387056183,0.6127893940266064,0.20941320338939626
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.357957216553653,-0.3379439718854365,-0.22941573387056183,-0.7024998580111838,-1.015456476812733
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1430422271612253,-0.3379439718854365,4.358898943540674,0.8474782605666824,-0.19887669001131317
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8438468497717675,2.9590703879724805,-0.22941573387056183,0.01704073280948979,-0.6071665834120231
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0924739943630075,-0.3379439718854365,-0.22941573387056183,-0.661235881476665,-0.46228952446338395
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7743365997712163,-0.3379439718854365,-0.22941573387056183,-1.2028255734922255,0.3806315457832424
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.631868477544002,-0.3379439718854365,-0.22941573387056183,0.8577942547003123,0.24892512855720697
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.5960703827422626,-0.3379439718854365,-0.22941573387056183,1.4458059203172062,0.35429026233803534
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.391669371752465,-0.3379439718854365,-0.22941573387056183,-0.6483408888096278,1.0918461988038333
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.6824367103422204,-0.3379439718854365,-0.22941573387056183,-0.1248041865279193,-0.4491188827407807
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8796870847675042,-0.3379439718854365,-0.22941573387056183,0.8552152561669051,0.85477464779697
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.655066654340184,-0.3379439718854365,-0.22941573387056183,0.1614646506803058,1.7240370014888038
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.19701594199155814,-0.3379439718854365,-0.22941573387056183,-0.3001760867996246,-0.7388730006380585
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5391600507472685,-0.3379439718854365,-0.22941573387056183,-1.4761994180334133,0.03819486099555015
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2875962889913667,-0.3379439718854365,-0.22941573387056183,0.44773348788853057,0.8416040060743663
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6689861147749282,-0.3379439718854365,-0.22941573387056183,0.6746853588283849,-0.4754601661859877
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4751412223817584,-0.3379439718854365,-0.22941573387056183,-0.1093301953274745,1.9479379107730632
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0924739943630075,-0.3379439718854365,-0.22941573387056183,0.4709444746891976,-0.6071665834120231
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5594216103787888,-0.3379439718854365,-0.22941573387056183,-0.3285450706671062,0.011853577550343166
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3508065799891395,-0.3379439718854365,-0.22941573387056183,-0.6199719049421463,4.621578180461582
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4224449097866155,-0.3379439718854365,-0.22941573387056183,0.5818414116257167,-0.6203372251346269
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.128314229358744,-0.3379439718854365,-0.22941573387056183,-1.5535693740356362,0.011853577550343166
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2475841747897762,-0.3379439718854365,-0.22941573387056183,0.45289148495534515,0.5650205298996918
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.6972068483386993,-0.3379439718854365,4.358898943540674,-0.9423467216180752,0.4201434709510531
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12324953239715747,-0.3379439718854365,-0.22941573387056183,0.8784262429675713,-1.3578931616004246
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.176754382360038,-0.3379439718854365,-0.22941573387056183,-0.6715518756102948,1.7240370014888038
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3200310419549892,-0.3379439718854365,-0.22941573387056183,-0.3517560574677732,0.6572150219579168
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8733449855707283,-0.3379439718854365,-0.22941573387056183,0.41678550548764165,-0.6598491503024371
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.034755125000275486,-0.3379439718854365,-0.22941573387056183,0.3755215289531222,-0.14619412312089922
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.19995255915622,-0.3379439718854365,4.358898943540674,0.8474782605666824,-0.3305831072373486
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1578123651577046,-0.3379439718854365,-0.22941573387056183,-0.9836106981525939,-1.120821610593561
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.2842329471532503,-0.3379439718854365,-0.22941573387056183,0.25946659494978774,-0.9759445516449222
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9555394339648317,-0.3379439718854365,-0.22941573387056183,-0.6663938785434799,1.0259929901908156
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.21046653755885,-0.3379439718854365,-0.22941573387056183,3.1788929347670005,0.34111962061543166
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9281272377687979,-0.3379439718854365,-0.22941573387056183,1.2291700435109827,-0.18570604828870993
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2454560949928515,-0.3379439718854365,-0.22941573387056183,-0.23312212493103152,1.1181874822490407
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9723955115642379,2.9590703879724805,-0.22941573387056183,-0.30791308239984677,1.2894058246428863
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2736768285566227,-0.3379439718854365,-0.22941573387056183,1.499964889518763,-1.5159408622716672
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.3348011799514685,-0.3379439718854365,-0.22941573387056183,-0.4523370002706632,-0.9891151933675255
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1114581517593378,2.9590703879724805,4.358898943540674,-0.3337030677339211,-0.3305831072373486
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2033159009943363,-0.3379439718854365,-0.22941573387056183,1.2033800581769083,0.0645361444407576
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.05795330179645779,-0.3379439718854365,-0.22941573387056183,-0.924293731884223,0.47282603784146704
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1957385397563682,-0.3379439718854365,-0.22941573387056183,-0.49360097680518195,-0.9364326264771116
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6697946521426652,-0.3379439718854365,-0.22941573387056183,-1.0119796820200755,-1.1998454609291824
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.176754382360038,-0.3379439718854365,-0.22941573387056183,-1.187351582291781,0.7230682305709346
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.522303973147862,2.9590703879724805,-0.22941573387056183,-0.06548722025954845,-1.4500876536586496
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9281272377687979,-0.3379439718854365,-0.22941573387056183,-0.38270403986866247,2.5932993551806365
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4085254493518715,2.9590703879724805,-0.22941573387056183,-0.27954409853236517,-1.0022858350901291
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6529385745432597,-0.3379439718854365,-0.22941573387056183,0.2491506008161586,-0.5281427330764017
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.1261861495618195,-0.3379439718854365,-0.22941573387056183,0.5973154028261619,-0.4491188827407807
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1683263435603348,-0.3379439718854365,-0.22941573387056183,0.019619731342897077,0.28843705372501766
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7996207161703255,-0.3379439718854365,-0.22941573387056183,0.8294252708328307,-1.3315518781552178
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9555394339648317,-0.3379439718854365,-0.22941573387056183,1.2626970244452789,0.16990127822158554
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1380196703936366,-0.3379439718854365,-0.22941573387056183,1.9487106343316554,1.2894058246428863
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3073889837554349,-0.3379439718854365,-0.22941573387056183,-0.7695538198797772,-1.0022858350901291
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.34029260158650976,-0.3379439718854365,4.358898943540674,-1.1615615969577069,2.6459819220710514
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.103030112959635,-0.3379439718854365,-0.22941573387056183,-0.728289843345258,0.6308737385127094
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5109393171834975,-0.3379439718854365,-0.22941573387056183,1.0718511329731286,1.052334273636023
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.031391783162159,-0.3379439718854365,-0.22941573387056183,-1.2363525544265221,0.47282603784146704
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7047842095766674,2.9590703879724805,-0.22941573387056183,-1.2260365602928927,-1.7661830550011346
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7427103841753311,-0.3379439718854365,-0.22941573387056183,-0.07580321439317796,0.39380218750584606
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.399288873184431,-0.3379439718854365,-0.22941573387056183,2.461931342479734,1.4211122418689217
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.05795330179645779,-0.3379439718854365,-0.22941573387056183,-0.6586568829432577,-0.6203372251346269
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13589159059671221,-0.3379439718854365,-0.22941573387056183,-0.996505690819631,1.157699407416851
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.39086083438472785,2.9590703879724805,-0.22941573387056183,0.5689464189586796,-0.11985283967569223
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6647720953750769,-0.3379439718854365,-0.22941573387056183,-0.07322421585977068,-0.1725354065661062
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9386833563654257,-0.3379439718854365,-0.22941573387056183,0.2697825890834176,-1.0944803271483539
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4127394687517227,-0.3379439718854365,-0.22941573387056183,0.19499163161460198,-0.8574087761414901
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9112711601693916,-0.3379439718854365,-0.22941573387056183,0.6772643573617921,-0.7257023589154548
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4000974105521684,-0.3379439718854365,4.358898943540674,0.687580351495422,0.39380218750584606
